participant,session,condition,trial,correct
11,4,standard,67,1
11,4,standard,68,1
11,4,standard,69,1
11,4,standard,70,0
11,4,standard,71,1
11,4,standard,72,1
11,4,standard,73,1
11,4,standard,74,1
11,4,standard,75,0
11,4,standard,76,0
11,4,standard,77,1
11,4,standard,78,0
11,4,standard,79,0
11,4,standard,80,1
11,4,standard,81,0
11,4,standard,82,0
11,4,standard,83,0
11,4,standard,84,0
11,4,standard,85,1
11,4,standard,86,1
11,4,standard,87,0
11,4,standard,88,1
11,4,standard,89,1
11,4,standard,90,0
11,4,standard,91,1
11,4,standard,92,1
11,4,standard,93,0
11,4,standard,94,1
11,4,standard,95,0
11,4,standard,96,1
11,4,standard,97,0
11,4,standard,98,0
11,4,standard,99,1
11,4,standard,100,0
11,4,hard,1,0
11,4,hard,2,1
11,4,hard,3,0
11,4,hard,4,0
11,4,hard,5,0
11,4,hard,6,0
11,4,hard,7,1
11,4,hard,8,0
11,4,hard,9,0
11,4,hard,10,0
11,4,hard,11,0
11,4,hard,12,1
11,4,hard,13,0
11,4,hard,14,0
11,4,hard,15,0
11,4,hard,16,0
11,4,hard,17,0
11,4,hard,18,0
11,4,hard,19,0
11,4,hard,20,1
11,4,hard,21,1
11,4,hard,22,0
11,4,hard,23,0
11,4,hard,24,1
11,4,hard,25,1
11,4,hard,26,0
11,4,hard,27,0
11,4,hard,28,0
11,4,hard,29,0
11,4,hard,30,0
11,4,hard,31,1
11,4,hard,32,0
11,4,hard,33,0
11,4,hard,34,0
11,4,hard,35,0
11,4,hard,36,0
11,4,hard,37,1
11,4,hard,38,0
11,4,hard,39,0
11,4,hard,40,0
11,4,hard,41,0
11,4,hard,42,1
11,4,hard,43,0
11,4,hard,44,1
11,4,hard,45,0
11,4,hard,46,1
11,4,hard,47,0
11,4,hard,48,1
11,4,hard,49,0
11,4,hard,50,1
11,4,hard,51,1
11,4,hard,52,0
11,4,hard,53,1
11,4,hard,54,0
11,4,hard,55,0
11,4,hard,56,0
11,4,hard,57,0
11,4,hard,58,1
11,4,hard,59,1
11,4,hard,60,0
11,4,hard,61,0
11,4,hard,62,1
11,4,hard,63,0
11,4,hard,64,0
11,4,hard,65,0
11,4,hard,66,0
11,4,hard,67,0
11,4,hard,68,0
11,4,hard,69,0
11,4,hard,70,0
11,4,hard,71,0
11,4,hard,72,0
11,4,hard,73,0
11,4,hard,74,0
11,4,hard,75,1
11,4,hard,76,0
11,4,hard,77,0
11,4,hard,78,1
11,4,hard,79,1
11,4,hard,80,0
11,4,hard,81,1
11,4,hard,82,0
11,4,hard,83,0
11,4,hard,84,0
11,4,hard,85,0
11,4,hard,86,1
11,4,hard,87,0
11,4,hard,88,0
11,4,hard,89,0
11,4,hard,90,0
11,4,hard,91,0
11,4,hard,92,0
11,4,hard,93,0
11,4,hard,94,0
11,4,hard,95,0
11,4,hard,96,0
11,4,hard,97,1
11,4,hard,98,0
11,4,hard,99,0
11,4,hard,100,0
11,5,standard,1,0
11,5,standard,2,0
11,5,standard,3,0
11,5,standard,4,1
11,5,standard,5,1
11,5,standard,6,1
11,5,standard,7,1
11,5,standard,8,1
11,5,standard,9,1
11,5,standard,10,0
11,5,standard,11,1
11,5,standard,12,1
11,5,standard,13,1
11,5,standard,14,0
11,5,standard,15,1
11,5,standard,16,1
11,5,standard,17,1
11,5,standard,18,1
11,5,standard,19,1
11,5,standard,20,1
11,5,standard,21,1
11,5,standard,22,1
11,5,standard,23,1
11,5,standard,24,0
11,5,standard,25,1
11,5,standard,26,0
11,5,standard,27,0
11,5,standard,28,0
11,5,standard,29,1
11,5,standard,30,1
11,5,standard,31,1
11,5,standard,32,1
11,5,standard,33,1
11,5,standard,34,0
11,5,standard,35,1
11,5,standard,36,0
11,5,standard,37,1
11,5,standard,38,1
11,5,standard,39,0
11,5,standard,40,1
11,5,standard,41,1
11,5,standard,42,1
11,5,standard,43,1
11,5,standard,44,1
11,5,standard,45,1
11,5,standard,46,1
11,5,standard,47,1
11,5,standard,48,0
11,5,standard,49,0
11,5,standard,50,1
11,5,standard,51,0
11,5,standard,52,0
11,5,standard,53,0
11,5,standard,54,0
11,5,standard,55,1
11,5,standard,56,1
11,5,standard,57,1
11,5,standard,58,1
11,5,standard,59,0
11,5,standard,60,0
11,5,standard,61,1
11,5,standard,62,1
11,5,standard,63,1
11,5,standard,64,1
11,5,standard,65,1
11,5,standard,66,1
11,5,standard,67,1
11,5,standard,68,0
11,5,standard,69,0
11,5,standard,70,1
11,5,standard,71,1
11,5,standard,72,1
11,5,standard,73,0
11,5,standard,74,0
11,5,standard,75,0
11,5,standard,76,1
11,5,standard,77,0
11,5,standard,78,1
11,5,standard,79,1
11,5,standard,80,1
11,5,standard,81,1
11,5,standard,82,0
11,5,standard,83,1
11,5,standard,84,1
11,5,standard,85,1
11,5,standard,86,1
11,5,standard,87,1
11,5,standard,88,1
11,5,standard,89,1
11,5,standard,90,1
11,5,standard,91,1
11,5,standard,92,0
11,5,standard,93,0
11,5,standard,94,1
11,5,standard,95,0
11,5,standard,96,0
11,5,standard,97,0
11,5,standard,98,0
11,5,standard,99,0
11,5,standard,100,1
11,5,hard,1,1
11,5,hard,2,1
11,5,hard,3,0
11,5,hard,4,1
11,5,hard,5,0
11,5,hard,6,0
11,5,hard,7,1
11,5,hard,8,0
11,5,hard,9,0
11,5,hard,10,1
11,5,hard,11,0
11,5,hard,12,1
11,5,hard,13,1
11,5,hard,14,1
11,5,hard,15,0
11,5,hard,16,0
11,5,hard,17,1
11,5,hard,18,1
11,5,hard,19,0
11,5,hard,20,0
11,5,hard,21,1
11,5,hard,22,0
11,5,hard,23,1
11,5,hard,24,1
11,5,hard,25,0
11,5,hard,26,1
11,5,hard,27,1
11,5,hard,28,0
11,5,hard,29,1
11,5,hard,30,1
11,5,hard,31,0
11,5,hard,32,0
11,5,hard,33,0
11,5,hard,34,0
11,5,hard,35,1
11,5,hard,36,0
11,5,hard,37,0
11,5,hard,38,1
11,5,hard,39,1
11,5,hard,40,1
11,5,hard,41,1
11,5,hard,42,1
11,5,hard,43,1
11,5,hard,44,0
11,5,hard,45,0
11,5,hard,46,0
11,5,hard,47,0
11,5,hard,48,1
11,5,hard,49,1
11,5,hard,50,0
11,5,hard,51,1
11,5,hard,52,0
11,5,hard,53,1
11,5,hard,54,1
11,5,hard,55,1
11,5,hard,56,0
11,5,hard,57,1
11,5,hard,58,1
11,5,hard,59,0
11,5,hard,60,1
11,5,hard,61,0
11,5,hard,62,1
11,5,hard,63,0
11,5,hard,64,1
11,5,hard,65,1
11,5,hard,66,0
11,5,hard,67,1
11,5,hard,68,1
11,5,hard,69,1
11,5,hard,70,0
11,5,hard,71,1
11,5,hard,72,0
11,5,hard,73,1
11,5,hard,74,0
11,5,hard,75,0
11,5,hard,76,1
11,5,hard,77,1
11,5,hard,78,1
11,5,hard,79,1
11,5,hard,80,0
11,5,hard,81,0
11,5,hard,82,0
11,5,hard,83,1
11,5,hard,84,1
11,5,hard,85,0
11,5,hard,86,1
11,5,hard,87,0
11,5,hard,88,0
11,5,hard,89,1
11,5,hard,90,1
11,5,hard,91,0
11,5,hard,92,1
11,5,hard,93,1
11,5,hard,94,1
11,5,hard,95,1
11,5,hard,96,1
11,5,hard,97,0
11,5,hard,98,1
11,5,hard,99,0
11,5,hard,100,1
12,1,standard,1,0
12,1,standard,2,1
12,1,standard,3,0
12,1,standard,4,1
12,1,standard,5,1
12,1,standard,6,1
12,1,standard,7,1
12,1,standard,8,1
12,1,standard,9,1
12,1,standard,10,1
12,1,standard,11,0
12,1,standard,12,1
12,1,standard,13,1
12,1,standard,14,1
12,1,standard,15,1
12,1,standard,16,0
12,1,standard,17,1
12,1,standard,18,1
12,1,standard,19,1
12,1,standard,20,1
12,1,standard,21,1
12,1,standard,22,1
12,1,standard,23,0
12,1,standard,24,1
12,1,standard,25,1
12,1,standard,26,1
12,1,standard,27,1
12,1,standard,28,0
12,1,standard,29,1
12,1,standard,30,1
12,1,standard,31,1
12,1,standard,32,0
12,1,standard,33,1
12,1,standard,34,1
12,1,standard,35,1
12,1,standard,36,1
12,1,standard,37,1
12,1,standard,38,1
12,1,standard,39,1
12,1,standard,40,1
12,1,standard,41,1
12,1,standard,42,1
12,1,standard,43,1
12,1,standard,44,1
12,1,standard,45,0
12,1,standard,46,1
12,1,standard,47,1
12,1,standard,48,1
12,1,standard,49,0
12,1,standard,50,1
12,1,standard,51,0
12,1,standard,52,0
12,1,standard,53,1
12,1,standard,54,0
12,1,standard,55,1
12,1,standard,56,1
12,1,standard,57,1
12,1,standard,58,1
12,1,standard,59,1
12,1,standard,60,1
12,1,standard,61,1
12,1,standard,62,1
12,1,standard,63,1
12,1,standard,64,1
12,1,standard,65,1
12,1,standard,66,1
12,1,standard,67,1
12,1,standard,68,0
12,1,standard,69,0
12,1,standard,70,1
12,1,standard,71,1
12,1,standard,72,1
12,1,standard,73,0
12,1,standard,74,1
12,1,standard,75,1
12,1,standard,76,1
12,1,standard,77,0
12,1,standard,78,1
12,1,standard,79,1
12,1,standard,80,1
12,1,standard,81,1
12,1,standard,82,1
12,1,standard,83,1
12,1,standard,84,1
12,1,standard,85,1
12,1,standard,86,1
12,1,standard,87,1
12,1,standard,88,1
12,1,standard,89,1
12,1,standard,90,0
12,1,standard,91,1
12,1,standard,92,1
12,1,standard,93,0
12,1,standard,94,1
12,1,standard,95,1
12,1,standard,96,1
12,1,standard,97,1
12,1,standard,98,1
12,1,standard,99,1
12,1,standard,100,1
12,1,hard,1,1
12,1,hard,2,0
12,1,hard,3,1
12,1,hard,4,0
12,1,hard,5,0
12,1,hard,6,1
12,1,hard,7,0
12,1,hard,8,0
12,1,hard,9,0
12,1,hard,10,1
12,1,hard,11,0
12,1,hard,12,0
12,1,hard,13,1
12,1,hard,14,0
12,1,hard,15,1
12,1,hard,16,0
12,1,hard,17,1
12,1,hard,18,0
12,1,hard,19,0
12,1,hard,20,1
12,1,hard,21,1
12,1,hard,22,1
12,1,hard,23,0
12,1,hard,24,1
12,1,hard,25,1
12,1,hard,26,1
12,1,hard,27,0
12,1,hard,28,1
12,1,hard,29,0
12,1,hard,30,0
12,1,hard,31,0
12,1,hard,32,0
12,1,hard,33,0
12,1,hard,34,0
12,1,hard,35,1
12,1,hard,36,1
12,1,hard,37,1
12,1,hard,38,1
12,1,hard,39,1
12,1,hard,40,0
12,1,hard,41,0
12,1,hard,42,1
12,1,hard,43,1
12,1,hard,44,1
12,1,hard,45,0
12,1,hard,46,0
12,1,hard,47,0
12,1,hard,48,1
12,1,hard,49,0
12,1,hard,50,0
12,1,hard,51,1
12,1,hard,52,1
12,1,hard,53,1
12,1,hard,54,0
12,1,hard,55,1
12,1,hard,56,0
12,1,hard,57,0
12,1,hard,58,1
12,1,hard,59,1
12,1,hard,60,0
12,1,hard,61,1
12,1,hard,62,0
12,1,hard,63,1
12,1,hard,64,0
12,1,hard,65,0
12,1,hard,66,1
12,1,hard,67,0
12,1,hard,68,1
12,1,hard,69,1
12,1,hard,70,1
12,1,hard,71,1
12,1,hard,72,0
12,1,hard,73,0
12,1,hard,74,0
12,1,hard,75,0
12,1,hard,76,1
12,1,hard,77,0
12,1,hard,78,1
12,1,hard,79,1
12,1,hard,80,1
12,1,hard,81,1
12,1,hard,82,1
12,1,hard,83,0
12,1,hard,84,0
12,1,hard,85,1
12,1,hard,86,1
12,1,hard,87,0
12,1,hard,88,0
12,1,hard,89,0
12,1,hard,90,1
12,1,hard,91,1
12,1,hard,92,1
12,1,hard,93,0
12,1,hard,94,0
12,1,hard,95,1
12,1,hard,96,1
12,1,hard,97,0
12,1,hard,98,1
12,1,hard,99,1
12,1,hard,100,0
12,2,standard,1,1
12,2,standard,2,0
12,2,standard,3,1
12,2,standard,4,0
12,2,standard,5,1
12,2,standard,6,0
12,2,standard,7,0
12,2,standard,8,1
12,2,standard,9,1
12,2,standard,10,1
12,2,standard,11,1
12,2,standard,12,0
12,2,standard,13,0
12,2,standard,14,1
12,2,standard,15,0
12,2,standard,16,1
12,2,standard,17,1
12,2,standard,18,1
12,2,standard,19,1
12,2,standard,20,1
12,2,standard,21,1
12,2,standard,22,1
12,2,standard,23,1
12,2,standard,24,0
12,2,standard,25,1
12,2,standard,26,1
12,2,standard,27,1
12,2,standard,28,1
12,2,standard,29,1
12,2,standard,30,0
12,2,standard,31,1
12,2,standard,32,1
12,2,standard,33,0
12,2,standard,34,1
12,2,standard,35,0
12,2,standard,36,0
12,2,standard,37,1
12,2,standard,38,1
12,2,standard,39,1
12,2,standard,40,1
12,2,standard,41,1
12,2,standard,42,1
12,2,standard,43,0
12,2,standard,44,1
12,2,standard,45,0
12,2,standard,46,1
12,2,standard,47,1
12,2,standard,48,1
12,2,standard,49,1
12,2,standard,50,1
12,2,standard,51,1
12,2,standard,52,0
12,2,standard,53,0
12,2,standard,54,1
12,2,standard,55,0
12,2,standard,56,1
12,2,standard,57,1
12,2,standard,58,0
12,2,standard,59,1
12,2,standard,60,0
12,2,standard,61,0
12,2,standard,62,0
12,2,standard,63,1
12,2,standard,64,1
12,2,standard,65,0
12,2,standard,66,1
12,2,standard,67,1
12,2,standard,68,1
12,2,standard,69,1
12,2,standard,70,1
12,2,standard,71,1
12,2,standard,72,1
12,2,standard,73,0
12,2,standard,74,0
12,2,standard,75,1
12,2,standard,76,0
12,2,standard,77,1
12,2,standard,78,0
12,2,standard,79,0
12,2,standard,80,1
12,2,standard,81,1
12,2,standard,82,0
12,2,standard,83,1
12,2,standard,84,1
12,2,standard,85,1
12,2,standard,86,1
12,2,standard,87,1
12,2,standard,88,1
12,2,standard,89,0
12,2,standard,90,0
12,2,standard,91,0
12,2,standard,92,1
12,2,standard,93,1
12,2,standard,94,1
12,2,standard,95,0
12,2,standard,96,1
12,2,standard,97,1
12,2,standard,98,0
12,2,standard,99,1
12,2,standard,100,1
12,2,hard,1,1
12,2,hard,2,0
12,2,hard,3,0
12,2,hard,4,1
12,2,hard,5,1
12,2,hard,6,1
12,2,hard,7,0
12,2,hard,8,0
12,2,hard,9,1
12,2,hard,10,1
12,2,hard,11,1
12,2,hard,12,1
12,2,hard,13,0
12,2,hard,14,1
12,2,hard,15,1
12,2,hard,16,0
12,2,hard,17,1
12,2,hard,18,1
12,2,hard,19,1
12,2,hard,20,1
12,2,hard,21,0
12,2,hard,22,0
12,2,hard,23,1
12,2,hard,24,1
12,2,hard,25,0
12,2,hard,26,1
12,2,hard,27,1
12,2,hard,28,0
12,2,hard,29,0
12,2,hard,30,1
12,2,hard,31,1
12,2,hard,32,0
12,2,hard,33,1
12,2,hard,34,1
12,2,hard,35,0
12,2,hard,36,0
12,2,hard,37,0
12,2,hard,38,0
12,2,hard,39,0
12,2,hard,40,1
12,2,hard,41,0
12,2,hard,42,1
12,2,hard,43,1
12,2,hard,44,1
12,2,hard,45,1
12,2,hard,46,1
12,2,hard,47,1
12,2,hard,48,1
12,2,hard,49,1
12,2,hard,50,1
12,2,hard,51,0
12,2,hard,52,0
12,2,hard,53,0
12,2,hard,54,0
12,2,hard,55,0
12,2,hard,56,0
12,2,hard,57,0
12,2,hard,58,1
12,2,hard,59,1
12,2,hard,60,1
12,2,hard,61,1
12,2,hard,62,1
12,2,hard,63,0
12,2,hard,64,1
12,2,hard,65,0
12,2,hard,66,1
12,2,hard,67,0
12,2,hard,68,0
12,2,hard,69,0
12,2,hard,70,0
12,2,hard,71,0
12,2,hard,72,1
12,2,hard,73,0
12,2,hard,74,1
12,2,hard,75,1
12,2,hard,76,0
12,2,hard,77,0
12,2,hard,78,1
12,2,hard,79,0
12,2,hard,80,1
12,2,hard,81,1
12,2,hard,82,1
12,2,hard,83,1
12,2,hard,84,1
12,2,hard,85,1
12,2,hard,86,0
12,2,hard,87,1
12,2,hard,88,0
12,2,hard,89,0
12,2,hard,90,0
12,2,hard,91,1
12,2,hard,92,1
12,2,hard,93,1
12,2,hard,94,0
12,2,hard,95,0
12,2,hard,96,0
12,2,hard,97,1
12,2,hard,98,0
12,2,hard,99,0
12,2,hard,100,1
12,3,standard,1,0
12,3,standard,2,0
12,3,standard,3,0
12,3,standard,4,0
12,3,standard,5,1
12,3,standard,6,1
12,3,standard,7,0
12,3,standard,8,1
12,3,standard,9,1
12,3,standard,10,1
12,3,standard,11,1
12,3,standard,12,1
12,3,standard,13,1
12,3,standard,14,1
12,3,standard,15,0
12,3,standard,16,0
12,3,standard,17,0
12,3,standard,18,1
12,3,standard,19,1
12,3,standard,20,0
12,3,standard,21,0
12,3,standard,22,0
12,3,standard,23,1
12,3,standard,24,0
12,3,standard,25,1
12,3,standard,26,1
12,3,standard,27,0
12,3,standard,28,1
12,3,standard,29,1
12,3,standard,30,1
12,3,standard,31,1
12,3,standard,32,0
12,3,standard,33,1
12,3,standard,34,1
12,3,standard,35,0
12,3,standard,36,1
12,3,standard,37,0
12,3,standard,38,0
12,3,standard,39,1
12,3,standard,40,1
12,3,standard,41,1
12,3,standard,42,1
12,3,standard,43,1
12,3,standard,44,1
12,3,standard,45,0
12,3,standard,46,1
12,3,standard,47,0
12,3,standard,48,0
12,3,standard,49,0
12,3,standard,50,1
12,3,standard,51,1
12,3,standard,52,1
12,3,standard,53,0
12,3,standard,54,0
12,3,standard,55,1
12,3,standard,56,0
12,3,standard,57,1
12,3,standard,58,1
12,3,standard,59,0
12,3,standard,60,0
12,3,standard,61,1
12,3,standard,62,1
12,3,standard,63,0
12,3,standard,64,1
12,3,standard,65,1
12,3,standard,66,1
12,3,standard,67,0
12,3,standard,68,0
12,3,standard,69,1
12,3,standard,70,0
12,3,standard,71,1
12,3,standard,72,1
12,3,standard,73,1
12,3,standard,74,1
12,3,standard,75,1
12,3,standard,76,1
12,3,standard,77,0
12,3,standard,78,1
12,3,standard,79,1
12,3,standard,80,0
12,3,standard,81,1
12,3,standard,82,1
12,3,standard,83,1
12,3,standard,84,0
12,3,standard,85,0
12,3,standard,86,1
12,3,standard,87,1
12,3,standard,88,1
12,3,standard,89,1
12,3,standard,90,0
12,3,standard,91,1
12,3,standard,92,1
12,3,standard,93,1
12,3,standard,94,0
12,3,standard,95,0
12,3,standard,96,1
12,3,standard,97,1
12,3,standard,98,1
12,3,standard,99,1
12,3,standard,100,0
12,3,hard,1,1
12,3,hard,2,1
12,3,hard,3,0
12,3,hard,4,0
12,3,hard,5,1
12,3,hard,6,1
12,3,hard,7,0
12,3,hard,8,0
12,3,hard,9,1
12,3,hard,10,0
12,3,hard,11,0
12,3,hard,12,0
12,3,hard,13,0
12,3,hard,14,0
12,3,hard,15,0
12,3,hard,16,1
12,3,hard,17,1
12,3,hard,18,1
12,3,hard,19,1
12,3,hard,20,0
12,3,hard,21,1
12,3,hard,22,0
12,3,hard,23,1
12,3,hard,24,1
12,3,hard,25,0
12,3,hard,26,1
12,3,hard,27,0
12,3,hard,28,0
12,3,hard,29,1
12,3,hard,30,1
12,3,hard,31,1
12,3,hard,32,0
12,3,hard,33,1
12,3,hard,34,0
12,3,hard,35,1
12,3,hard,36,1
12,3,hard,37,0
12,3,hard,38,1
12,3,hard,39,1
12,3,hard,40,1
12,3,hard,41,0
12,3,hard,42,0
12,3,hard,43,0
12,3,hard,44,1
12,3,hard,45,1
12,3,hard,46,0
12,3,hard,47,1
12,3,hard,48,1
12,3,hard,49,1
12,3,hard,50,0
12,3,hard,51,1
12,3,hard,52,0
12,3,hard,53,0
12,3,hard,54,0
12,3,hard,55,0
12,3,hard,56,1
12,3,hard,57,1
12,3,hard,58,1
12,3,hard,59,1
12,3,hard,60,0
12,3,hard,61,0
12,3,hard,62,1
12,3,hard,63,1
12,3,hard,64,0
12,3,hard,65,1
12,3,hard,66,1
12,3,hard,67,1
12,3,hard,68,1
12,3,hard,69,0
12,3,hard,70,1
12,3,hard,71,0
12,3,hard,72,1
12,3,hard,73,0
12,3,hard,74,0
12,3,hard,75,1
12,3,hard,76,0
12,3,hard,77,0
12,3,hard,78,1
12,3,hard,79,0
12,3,hard,80,1
12,3,hard,81,1
12,3,hard,82,0
12,3,hard,83,1
12,3,hard,84,1
12,3,hard,85,1
12,3,hard,86,1
12,3,hard,87,1
12,3,hard,88,1
12,3,hard,89,1
12,3,hard,90,0
12,3,hard,91,1
12,3,hard,92,0
12,3,hard,93,0
12,3,hard,94,0
12,3,hard,95,1
12,3,hard,96,1
12,3,hard,97,0
12,3,hard,98,0
12,3,hard,99,0
12,3,hard,100,0
12,4,standard,1,1
12,4,standard,2,0
12,4,standard,3,0
12,4,standard,4,0
12,4,standard,5,0
12,4,standard,6,1
12,4,standard,7,0
12,4,standard,8,0
12,4,standard,9,1
12,4,standard,10,1
12,4,standard,11,0
12,4,standard,12,0
12,4,standard,13,1
12,4,standard,14,1
12,4,standard,15,1
12,4,standard,16,0
12,4,standard,17,1
12,4,standard,18,0
12,4,standard,19,1
12,4,standard,20,1
12,4,standard,21,0
12,4,standard,22,0
12,4,standard,23,0
12,4,standard,24,0
12,4,standard,25,1
12,4,standard,26,1
12,4,standard,27,0
12,4,standard,28,1
12,4,standard,29,1
12,4,standard,30,0
12,4,standard,31,1
12,4,standard,32,1
12,4,standard,33,1
12,4,standard,34,0
12,4,standard,35,1
12,4,standard,36,1
12,4,standard,37,0
12,4,standard,38,1
12,4,standard,39,1
12,4,standard,40,0
12,4,standard,41,0
12,4,standard,42,1
12,4,standard,43,0
12,4,standard,44,1
12,4,standard,45,1
12,4,standard,46,0
12,4,standard,47,0
12,4,standard,48,0
12,4,standard,49,0
12,4,standard,50,1
12,4,standard,51,1
12,4,standard,52,0
12,4,standard,53,1
12,4,standard,54,0
12,4,standard,55,1
12,4,standard,56,1
12,4,standard,57,0
12,4,standard,58,1
12,4,standard,59,0
12,4,standard,60,1
12,4,standard,61,0
12,4,standard,62,1
12,4,standard,63,0
12,4,standard,64,1
12,4,standard,65,1
12,4,standard,66,0
12,4,standard,67,1
12,4,standard,68,1
12,4,standard,69,1
12,4,standard,70,0
12,4,standard,71,1
12,4,standard,72,1
12,4,standard,73,0
12,4,standard,74,1
12,4,standard,75,0
12,4,standard,76,0
12,4,standard,77,0
12,4,standard,78,0
12,4,standard,79,0
12,4,standard,80,0
12,4,standard,81,0
12,4,standard,82,1
12,4,standard,83,1
12,4,standard,84,1
12,4,standard,85,0
12,4,standard,86,1
12,4,standard,87,1
12,4,standard,88,0
12,4,standard,89,0
12,4,standard,90,0
12,4,standard,91,1
12,4,standard,92,0
12,4,standard,93,0
12,4,standard,94,1
12,4,standard,95,0
12,4,standard,96,0
12,4,standard,97,0
12,4,standard,98,0
12,4,standard,99,0
12,4,standard,100,0
12,4,hard,1,0
12,4,hard,2,1
12,4,hard,3,1
12,4,hard,4,1
12,4,hard,5,0
12,4,hard,6,1
12,4,hard,7,0
12,4,hard,8,1
12,4,hard,9,1
12,4,hard,10,0
12,4,hard,11,1
12,4,hard,12,1
12,4,hard,13,0
12,4,hard,14,0
12,4,hard,15,1
12,4,hard,16,1
12,4,hard,17,1
12,4,hard,18,1
12,4,hard,19,0
12,4,hard,20,1
12,4,hard,21,1
12,4,hard,22,1
12,4,hard,23,0
12,4,hard,24,0
12,4,hard,25,1
12,4,hard,26,0
12,4,hard,27,1
12,4,hard,28,0
12,4,hard,29,1
12,4,hard,30,1
12,4,hard,31,1
12,4,hard,32,0
12,4,hard,33,0
12,4,hard,34,1
12,4,hard,35,1
12,4,hard,36,1
12,4,hard,37,0
12,4,hard,38,1
12,4,hard,39,0
12,4,hard,40,0
12,4,hard,41,1
12,4,hard,42,1
12,4,hard,43,0
12,4,hard,44,0
12,4,hard,45,1
12,4,hard,46,1
12,4,hard,47,1
12,4,hard,48,0
12,4,hard,49,1
12,4,hard,50,0
12,4,hard,51,0
12,4,hard,52,0
12,4,hard,53,1
12,4,hard,54,0
12,4,hard,55,0
12,4,hard,56,1
12,4,hard,57,0
12,4,hard,58,0
12,4,hard,59,1
12,4,hard,60,1
12,4,hard,61,0
12,4,hard,62,1
12,4,hard,63,0
12,4,hard,64,0
12,4,hard,65,0
12,4,hard,66,1
12,4,hard,67,0
12,4,hard,68,0
12,4,hard,69,0
12,4,hard,70,1
12,4,hard,71,0
12,4,hard,72,1
12,4,hard,73,1
12,4,hard,74,0
12,4,hard,75,1
12,4,hard,76,1
12,4,hard,77,0
12,4,hard,78,1
12,4,hard,79,1
12,4,hard,80,0
12,4,hard,81,1
12,4,hard,82,0
12,4,hard,83,0
12,4,hard,84,1
12,4,hard,85,0
12,4,hard,86,1
12,4,hard,87,1
12,4,hard,88,1
12,4,hard,89,1
12,4,hard,90,1
12,4,hard,91,1
12,4,hard,92,0
12,4,hard,93,1
12,4,hard,94,1
12,4,hard,95,0
12,4,hard,96,0
12,4,hard,97,1
12,4,hard,98,1
12,4,hard,99,0
12,4,hard,100,1
12,5,standard,1,1
12,5,standard,2,0
12,5,standard,3,0
12,5,standard,4,0
12,5,standard,5,1
12,5,standard,6,0
12,5,standard,7,1
12,5,standard,8,0
12,5,standard,9,1
12,5,standard,10,0
12,5,standard,11,0
12,5,standard,12,1
12,5,standard,13,0
12,5,standard,14,1
12,5,standard,15,0
12,5,standard,16,1
12,5,standard,17,0
12,5,standard,18,1
12,5,standard,19,0
12,5,standard,20,0
12,5,standard,21,0
12,5,standard,22,1
12,5,standard,23,1
12,5,standard,24,1
12,5,standard,25,1
12,5,standard,26,1
12,5,standard,27,1
12,5,standard,28,0
12,5,standard,29,0
12,5,standard,30,1
12,5,standard,31,1
12,5,standard,32,1
12,5,standard,33,0
12,5,standard,34,1
12,5,standard,35,0
12,5,standard,36,1
12,5,standard,37,1
12,5,standard,38,1
12,5,standard,39,1
12,5,standard,40,1
12,5,standard,41,0
12,5,standard,42,1
12,5,standard,43,1
12,5,standard,44,0
12,5,standard,45,1
12,5,standard,46,1
12,5,standard,47,1
12,5,standard,48,1
12,5,standard,49,1
12,5,standard,50,1
12,5,standard,51,1
12,5,standard,52,0
12,5,standard,53,0
12,5,standard,54,0
12,5,standard,55,1
12,5,standard,56,1
12,5,standard,57,0
12,5,standard,58,1
12,5,standard,59,1
12,5,standard,60,0
12,5,standard,61,0
12,5,standard,62,0
12,5,standard,63,1
12,5,standard,64,0
12,5,standard,65,1
12,5,standard,66,0
12,5,standard,67,1
12,5,standard,68,1
12,5,standard,69,0
12,5,standard,70,1
12,5,standard,71,1
12,5,standard,72,1
12,5,standard,73,0
12,5,standard,74,0
12,5,standard,75,1
12,5,standard,76,0
12,5,standard,77,0
12,5,standard,78,0
12,5,standard,79,1
12,5,standard,80,0
12,5,standard,81,1
12,5,standard,82,0
12,5,standard,83,0
12,5,standard,84,1
12,5,standard,85,1
12,5,standard,86,1
12,5,standard,87,1
12,5,standard,88,0
12,5,standard,89,0
12,5,standard,90,0
12,5,standard,91,1
12,5,standard,92,0
12,5,standard,93,1
12,5,standard,94,1
12,5,standard,95,1
12,5,standard,96,0
12,5,standard,97,1
12,5,standard,98,0
12,5,standard,99,1
12,5,standard,100,1
12,5,hard,1,1
12,5,hard,2,1
12,5,hard,3,1
12,5,hard,4,1
12,5,hard,5,0
12,5,hard,6,1
12,5,hard,7,0
12,5,hard,8,0
12,5,hard,9,0
12,5,hard,10,1
12,5,hard,11,1
12,5,hard,12,1
12,5,hard,13,1
12,5,hard,14,1
12,5,hard,15,1
12,5,hard,16,1
12,5,hard,17,1
12,5,hard,18,1
12,5,hard,19,1
12,5,hard,20,1
12,5,hard,21,0
12,5,hard,22,1
12,5,hard,23,1
12,5,hard,24,0
12,5,hard,25,1
12,5,hard,26,1
12,5,hard,27,1
12,5,hard,28,0
12,5,hard,29,0
12,5,hard,30,0
12,5,hard,31,0
12,5,hard,32,0
12,5,hard,33,0
12,5,hard,34,1
12,5,hard,35,0
12,5,hard,36,1
12,5,hard,37,1
